lat,lon
54.9783,-1.5995151
54.977078,-1.6022301
54.972879,-1.633109
54.965892,-1.637421
54.977599,-1.6021781
54.971689,-1.6086881
54.971489,-1.6053783
54.965518,-1.6509035
54.986483,-1.5722113
55.001861,-1.642678
54.986738,-1.6553139
55.052023,-1.67493
54.978521,-1.5449538
54.988905,-1.6621092
55.050657,-1.6750976
54.977309,-1.554951
54.987155,-1.6504034
54.991324,-1.5792085
54.998718,-1.6464888
54.98916,-1.5744176
54.997597,-1.6410902
55.027287,-1.6201138
54.96743,-1.6471695
55.028241,-1.6295221
54.986713,-1.6592053
55.05197,-1.6789218
55.048582,-1.640306
55.047352,-1.6374686
55.017392,-1.6592112
55.049697,-1.6372909
55.017428,-1.6690166
55.017804,-1.6618508
55.055308,-1.6737137
55.054358,-1.6711073
54.979376,-1.5881455
54.992021,-1.6680065
54.996155,-1.5703578
54.979326,-1.5918646
54.974299,-1.5776836
54.996152,-1.5620891
54.979241,-1.5854907
54.993842,-1.663537
54.995951,-1.5921805
54.994997,-1.5732149
54.980018,-1.5891389
54.99438,-1.6731137
54.995882,-1.5667344
54.979759,-1.5924852
54.993998,-1.6678652
54.996339,-1.5897538
54.992548,-1.6601406
54.996573,-1.6665153
54.978692,-1.5876682
54.97334,-1.5783185
55.00832,-1.5960109
54.976883,-1.5977481
54.971154,-1.5676096
54.992715,-1.5810851
54.981723,-1.5832933
54.980997,-1.5864102
54.984835,-1.5894023
54.981394,-1.595078
54.983034,-1.5830766
54.982329,-1.5978187
54.981716,-1.599903
54.982627,-1.5927687
54.980767,-1.5823344
54.980227,-1.5846212
54.97835,-1.6383401
54.980825,-1.685208
54.978013,-1.6371244
54.980778,-1.6877396
54.981821,-1.6245743
54.976465,-1.6916476
54.984882,-1.5926834
54.982378,-1.6302724
54.982395,-1.6212094
54.976634,-1.6387617
54.978935,-1.6874102
54.97666,-1.6207322
54.979824,-1.6943874
54.982657,-1.6811936
54.982504,-1.6548502
54.983358,-1.6709687
54.984926,-1.6759564
54.983374,-1.6637026
54.983946,-1.6693388
54.979935,-1.6583877
54.981563,-1.6686553
54.986884,-1.6896769
54.986615,-1.6792557
54.987466,-1.6816087
54.98683,-1.6861612
54.990249,-1.6806646
54.987041,-1.6740172
54.988631,-1.6873349
54.988854,-1.6765968
54.983939,-1.6834805
54.985219,-1.6682658
54.977216,-1.6320852
54.976382,-1.6295775
54.967723,-1.5605082
54.967958,-1.5632548
54.970766,-1.5595846
54.968344,-1.5582834
54.972917,-1.5603734
54.970951,-1.5635503
54.974164,-1.636128
54.975459,-1.6101669
54.98037,-1.7194296
54.98142,-1.7228911
54.981921,-1.7139656
54.981095,-1.7070027
54.98327,-1.7222533
54.981246,-1.7176891
54.981697,-1.7105922
54.980548,-1.7150691
54.979155,-1.7000641
54.979115,-1.709517
54.983703,-1.6258068
54.985926,-1.7167187
54.984467,-1.6286593
54.980769,-1.6986927
54.98523,-1.6314651
55.001965,-1.6869499
54.97836,-1.7019761
54.983091,-1.622453
55.000994,-1.690381
55.005183,-1.6478078
54.972514,-1.6311909
55.002315,-1.6833203
54.983209,-1.6969869
55.001349,-1.6813894
55.005644,-1.6550582
54.974394,-1.6346575
55.005694,-1.6441761
54.975366,-1.6324458
54.977284,-1.6458489
54.978709,-1.6412898
54.978479,-1.6396826
54.973682,-1.5999516
54.984409,-1.6274879
54.973237,-1.6769721
54.984063,-1.7079343
54.983352,-1.6314823
55.026248,-1.6389886
55.001098,-1.6852214
55.02618,-1.6314495
55.000199,-1.6851503
55.027802,-1.6356426
54.968379,-1.6134375
54.969609,-1.6045064
54.971308,-1.5937892
54.972271,-1.5996688
55.001942,-1.5779406
55.002568,-1.5746354
54.998522,-1.662685
54.996307,-1.6710348
55.040553,-1.6325069
55.029968,-1.6420683
54.982188,-1.6605718
54.979912,-1.6289201
54.970452,-1.5449356
54.969704,-1.5421167
54.9722,-1.5536171
54.973809,-1.5947637
54.974616,-1.5459665
54.998748,-1.5717213
54.97488,-1.5516189
54.972799,-1.5575315
54.97265,-1.5440204
54.973779,-1.5552087
54.980882,-1.5513959
54.977779,-1.5434936
54.976418,-1.5422904
54.975792,-1.5455783
54.96504,-1.5493544
54.970907,-1.6897063
54.962825,-1.5529869
54.966724,-1.5502415
54.966099,-1.5464374
54.968377,-1.545334
54.966545,-1.5455108
54.975143,-1.5426329
54.974439,-1.549093
55.006189,-1.6149817
54.985546,-1.541749
55.004415,-1.6223623
54.988157,-1.5503615
54.982078,-1.6938547
54.988435,-1.5454043
54.982273,-1.68915
54.988032,-1.5578954
54.983628,-1.6920928
54.988889,-1.541836
54.989237,-1.5485209
54.988934,-1.5538379
54.990753,-1.5476443
55.000579,-1.6112366
54.984111,-1.5522037
55.000184,-1.6085986
54.986518,-1.5398002
54.96697,-1.6560923
54.966766,-1.6599989
54.975791,-1.6811229
54.970949,-1.6648842
54.975913,-1.6694048
54.977564,-1.6820619
54.979757,-1.6822634
54.97912,-1.6791748
54.972278,-1.6394881
54.971744,-1.6381807
54.973731,-1.6602369
54.97179,-1.6506774
54.972112,-1.6441292
54.973332,-1.6525855
54.973953,-1.6560795
54.973504,-1.6498501
54.971199,-1.6577276
54.971607,-1.6466018
54.995938,-1.5856626
54.995646,-1.5816798
54.997223,-1.5624526
54.996814,-1.5660678
54.997503,-1.5859435
54.999596,-1.5911431
54.998495,-1.5638612
54.998917,-1.5790665
54.995558,-1.6938147
54.993528,-1.7089598
54.999319,-1.5809382
55.01127,-1.6427351
54.999146,-1.5934144
55.010133,-1.6473892
55.000364,-1.5817402
55.010714,-1.655562
55.000621,-1.5832539
55.012045,-1.640539
55.001278,-1.5861861
55.013495,-1.6476568
55.001407,-1.5639235
55.021801,-1.6455507
55.001364,-1.5903748
55.009697,-1.6425302
55.00254,-1.6008997
55.013074,-1.6387472
55.009382,-1.6580595
54.999686,-1.5856553
55.009437,-1.6397493
54.986353,-1.605467
54.984612,-1.6007493
54.986796,-1.6091194
54.987148,-1.5957546
54.988603,-1.6008972
54.98848,-1.6074622
54.989423,-1.5988574
54.988935,-1.6036914
54.9843,-1.604112
54.984846,-1.6062162
54.991965,-1.5985664
54.991062,-1.6000289
54.998868,-1.7174718
54.991231,-1.5966201
54.998436,-1.7097371
54.990718,-1.6018921
55.000294,-1.7088483
54.991322,-1.6108259
54.999255,-1.7217991
54.99323,-1.6034771
55.001465,-1.7176099
54.992336,-1.6105661
54.999602,-1.6904386
54.992178,-1.6059101
55.001581,-1.7020387
55.000826,-1.6983237
54.990815,-1.606908
54.990365,-1.5983636
54.999825,-1.7004728
54.999104,-1.7033857
54.984458,-1.5738735
55.002631,-1.6446566
54.989942,-1.5796918
54.999938,-1.6519963
54.997001,-1.6821585
54.990216,-1.5757818
55.003373,-1.6525763
55.000908,-1.7254613
54.989402,-1.5717426
55.003251,-1.6477465
54.996193,-1.726744
54.993563,-1.5666343
55.004427,-1.6441717
54.995957,-1.7140222
55.004283,-1.6409993
54.997718,-1.6987847
55.01294,-1.6158396
54.998863,-1.6593213
54.997279,-1.6959587
55.012937,-1.6090218
55.00458,-1.6504865
54.969426,-1.620691
54.998376,-1.6925271
54.987513,-1.581358
55.001803,-1.6503074
54.987838,-1.5714936
55.000943,-1.6481419
55.000809,-1.7060776
55.01999,-1.6660865
55.020821,-1.6580561
55.021115,-1.6635121
55.019884,-1.6636475
55.016044,-1.6591757
55.016411,-1.6717149
55.016586,-1.6635344
55.016174,-1.6673067
55.018589,-1.6566518
55.017789,-1.6664176
54.974011,-1.5827326
54.974539,-1.5691199
54.974861,-1.5867856
54.975351,-1.5752979
54.975134,-1.5800651
54.975367,-1.5771724
54.976139,-1.5694153
54.976103,-1.5743682
54.974539,-1.5718382
54.972927,-1.5708712
54.979484,-1.601597
54.978898,-1.5903065
54.980311,-1.5935577
54.980608,-1.5989765
54.981954,-1.5957912
54.980775,-1.5898968
54.982307,-1.7257288
54.985506,-1.5911144
54.983485,-1.596729
54.983159,-1.5932789
54.985587,-1.742177
54.984139,-1.7373265
54.99143,-1.7472346
54.989641,-1.7602954
54.990961,-1.7555833
54.990572,-1.7244847
54.99241,-1.7608728
54.992316,-1.7590135
54.983337,-1.7405194
54.982726,-1.7282417
55.008829,-1.6377064
55.009099,-1.6348114
55.008549,-1.613802
55.008372,-1.623404
55.009278,-1.6115122
55.008321,-1.6157899
55.009519,-1.619453
55.008241,-1.6245779
55.008688,-1.6179911
55.008062,-1.6219059
54.98078,-1.6715523
54.988545,-1.6786465
54.985272,-1.6882205
54.983208,-1.6653916
55.014261,-1.6421925
54.984495,-1.6661153
55.015394,-1.6550684
55.015062,-1.645876
54.985713,-1.6714339
54.989342,-1.6844069
55.016142,-1.64632
55.014424,-1.624786
55.015691,-1.6487166
55.014714,-1.6195915
55.018535,-1.6502245
55.015502,-1.6218047
55.017154,-1.6422137
55.01601,-1.6292595
55.018596,-1.6435458
55.014413,-1.6299154
55.017787,-1.6463524
55.016525,-1.6184327
55.021663,-1.6474288
55.015858,-1.6262896
55.016494,-1.6199969
55.014538,-1.6542625
55.014006,-1.6118731
55.015391,-1.6509086
55.013083,-1.6330082
54.974629,-1.5616358
54.975709,-1.5597336
54.978715,-1.5610757
54.976126,-1.5657127
54.978174,-1.5628315
54.977261,-1.558998
54.978884,-1.5580428
54.976337,-1.5619453
54.974854,-1.5669294
54.972961,-1.5626225
54.977609,-1.5682278
54.982812,-1.5607185
54.965415,-1.5633136
54.963336,-1.5575418
54.966882,-1.5640474
54.964875,-1.5606955
54.964694,-1.5579329
54.966243,-1.5586344
54.983611,-1.5606473
54.980625,-1.5599455
54.997235,-1.643313
54.975272,-1.6368211
54.99556,-1.657708
54.973832,-1.6301946
54.998202,-1.6480252
54.976221,-1.632813
54.996196,-1.6602661
54.975865,-1.6279575
54.997772,-1.6333667
54.976079,-1.610239
54.99734,-1.6610692
54.976541,-1.637497
54.998335,-1.6383637
54.977811,-1.6355014
54.995881,-1.6381825
54.975941,-1.6177862
55.003857,-1.681651
54.990495,-1.6523123
54.97465,-1.6333116
54.991553,-1.6546788
54.974837,-1.6387153
55.000371,-1.6618879
54.997623,-1.5712018
54.970362,-1.5774124
54.981844,-1.6034643
54.965203,-1.5545693
54.972696,-1.592338
55.030641,-1.6507605
54.999838,-1.664159
54.969937,-1.5843993
54.978646,-1.6323221
54.967818,-1.5496826
54.969515,-1.5466645
54.968721,-1.5532339
54.964023,-1.5489441
54.967324,-1.5422844
54.970924,-1.5558807
54.970464,-1.553074
54.968315,-1.5478651
55.005948,-1.6068696
55.005448,-1.6051078
55.007855,-1.6047402
55.006516,-1.6219361
55.00906,-1.6023048
55.008683,-1.6051386
54.997069,-1.6238849
54.997492,-1.6270541
55.005495,-1.6059828
55.005392,-1.6243231
55.003437,-1.6660519
55.003755,-1.6737411
55.00742,-1.6635329
55.004485,-1.6647769
55.008328,-1.6603982
55.007649,-1.6618111
55.004941,-1.6770303
55.005548,-1.672382
55.003269,-1.6767623
55.002046,-1.6767565
54.997504,-1.6749798
55.000238,-1.6690955
54.998957,-1.6739207
55.001201,-1.6696973
55.000713,-1.6720305
55.002718,-1.6690282
54.990826,-1.6712203
54.990731,-1.6661105
54.995907,-1.675993
54.975254,-1.6555216
54.974861,-1.6531347
54.975861,-1.6602345
54.975521,-1.657769
54.972509,-1.6540454
54.97559,-1.6629708
54.991874,-1.6904199
54.99087,-1.6986484
54.975702,-1.6647977
54.973842,-1.6583769
54.992216,-1.6942308
54.992285,-1.7114694
54.992827,-1.7051356
54.993109,-1.6921297
54.993011,-1.6853316
54.993278,-1.7171671
54.993495,-1.7141022
54.9938,-1.6883107
54.990952,-1.7140421
55.003487,-1.5777211
54.969803,-1.6382918
55.006517,-1.5915887
54.970205,-1.6528936
54.969471,-1.6443712
54.970398,-1.6418637
55.00464,-1.5970798
54.970879,-1.6558714
55.005101,-1.5742334
54.972479,-1.6404548
55.007489,-1.5814003
54.970911,-1.6513879
55.006317,-1.5989391
54.972199,-1.6556258
55.003244,-1.5701257
55.015251,-1.6397754
55.002969,-1.5894048
55.015334,-1.6372725
54.99347,-1.6110709
54.993963,-1.607862
54.994816,-1.6076973
54.987736,-1.652383
54.993341,-1.5990372
54.976404,-1.639998
54.988314,-1.5978839
54.976535,-1.6416685
54.985287,-1.609306
54.975698,-1.647472
54.988233,-1.5951968
55.002086,-1.7218577
54.987347,-1.6017379
54.979446,-1.6446112
55.003898,-1.7205945
55.001639,-1.7151386
54.993226,-1.607666
54.995934,-1.6116567
54.978191,-1.6485126
54.976283,-1.6507165
54.982673,-1.5774551
54.982603,-1.5804247
54.971596,-1.6189834
54.983663,-1.5803043
54.968567,-1.633367
54.98201,-1.5778527
54.971285,-1.6349668
54.984617,-1.5755126
54.970691,-1.6258496
54.984294,-1.5782194
54.971339,-1.6231567
54.985807,-1.5716246
54.971631,-1.6332766
54.985321,-1.57388
54.975124,-1.6267301
54.981469,-1.5800459
54.990287,-1.6047564
54.970632,-1.6298491
54.96984,-1.6207496
55.024656,-1.6265988
54.979931,-1.6506224
55.022984,-1.629289
54.981251,-1.6470328
54.965375,-1.630038
55.025877,-1.6291372
54.982217,-1.6485869
55.025426,-1.6197873
54.984611,-1.6531601
55.025966,-1.6172638
54.982596,-1.6522868
55.026731,-1.6235136
54.985053,-1.6602038
54.966096,-1.6335925
55.027313,-1.6255104
54.985136,-1.6514054
54.967429,-1.6375946
55.025463,-1.6144529
54.985142,-1.6565777
54.964197,-1.6354528
55.023828,-1.6231497
54.97452,-1.6408116
54.964468,-1.6362156
55.000209,-1.5783027
54.979032,-1.6475053
54.974963,-1.5827071
54.978795,-1.5812299
54.966441,-1.5738299
54.978393,-1.5844214
54.967807,-1.5664116
54.965816,-1.5700098
54.969892,-1.5664985
54.969187,-1.5729105
54.977995,-1.5837225
54.977563,-1.5808209
54.972385,-1.5750011
55.008502,-1.5805924
54.965801,-1.5758984
54.991291,-1.5877423
54.973334,-1.5979242
54.971578,-1.5858977
54.97336,-1.5949089
54.97317,-1.5811635
54.995057,-1.5826863
54.979464,-1.5770669
54.993468,-1.5832498
54.977804,-1.6044415
54.973724,-1.5749713
54.994713,-1.5692634
54.976692,-1.6023433
54.971377,-1.5720593
54.977063,-1.600621
54.980508,-1.5775403
55.005696,-1.5798555
54.970773,-1.5741902
55.007301,-1.5842322
55.008352,-1.5919141
54.971958,-1.6030305
54.99303,-1.7347365
54.990539,-1.7509442
54.992703,-1.7639032
54.992444,-1.7382414
54.996431,-1.7679141
54.994645,-1.7505749
54.994628,-1.7557799
54.993267,-1.753428
54.992442,-1.7503228
54.992059,-1.7561549
54.997704,-1.7524004
54.972205,-1.6807139
54.997837,-1.7561824
54.9964,-1.7521427
54.974141,-1.6753714
55.009516,-1.610087
54.994599,-1.7638296
54.973508,-1.6914047
55.011393,-1.63576
54.98303,-1.7441934
54.973957,-1.6843244
54.997446,-1.7496197
55.011715,-1.6064536
54.98935,-1.7369643
54.975397,-1.6852036
55.008179,-1.6398544
54.984641,-1.7450583
54.977981,-1.690558
55.019027,-1.6195819
55.014917,-1.6332573
55.012031,-1.6153167
54.997072,-1.7556712
54.994871,-1.7603424
55.011637,-1.6333185
55.010821,-1.6367816
54.97761,-1.6561108
54.977191,-1.6539896
54.980153,-1.6560265
54.978971,-1.6543024
54.980194,-1.660948
54.979474,-1.6669694
54.979948,-1.6629031
54.99195,-1.6781504
54.992648,-1.6804268
55.021364,-1.6227505
55.006892,-1.648387
55.019568,-1.6144938
55.008165,-1.6473595
55.022247,-1.6149217
55.007329,-1.6442085
55.00393,-1.6371408
55.008618,-1.6453229
55.00604,-1.6305083
55.007658,-1.6552442
55.007005,-1.6114403
55.009623,-1.6542892
55.008023,-1.6123686
55.01014,-1.6495782
55.006388,-1.6388072
55.008263,-1.6499229
55.01565,-1.6232107
55.021212,-1.6437885
55.017811,-1.6243634
54.983397,-1.7188929
54.974738,-1.564556
54.98285,-1.7041149
54.983908,-1.7106544
54.98419,-1.7159965
54.986809,-1.7140871
54.984217,-1.704808
54.972699,-1.5647187
54.969485,-1.5632226
54.977159,-1.7108435
54.977038,-1.7165781
54.977553,-1.7137935
55.006745,-1.6902742
54.976454,-1.7050055
55.005223,-1.6818434
54.979426,-1.7041869
55.00846,-1.6828028
54.978745,-1.7164255
55.004419,-1.6837571
54.978512,-1.7129586
55.006365,-1.6927787
54.977325,-1.70853
55.002493,-1.6897129
55.008027,-1.685261
55.007863,-1.6915165
54.974715,-1.7033622
54.985451,-1.7022049
55.003591,-1.6936441
55.004827,-1.6954952
55.009718,-1.6862172
55.009353,-1.6943977
55.010361,-1.6986431
55.010458,-1.6943893
55.019307,-1.6762111
55.014422,-1.6773138
55.022286,-1.6953473
55.014992,-1.7228944
54.968819,-1.6217901
55.00903,-1.6911322
54.971455,-1.6143452
55.008608,-1.6877738
54.979366,-1.6066448
54.972105,-1.5931719
55.025812,-1.63735
55.029675,-1.6250973
54.980288,-1.6029796
54.982138,-1.610946
54.967238,-1.6428602
54.990106,-1.6914337
54.970428,-1.6681689
54.982709,-1.6572235
54.973942,-1.5968089
54.981212,-1.5556734
54.977447,-1.5506998
54.986234,-1.547992
54.983298,-1.5461186
54.986808,-1.5575026
54.987179,-1.5531697
54.977654,-1.5461822
54.975779,-1.5518901
55.02714,-1.6336307
54.973043,-1.6851751
54.972361,-1.6051823
54.976624,-1.5470531
54.966914,-1.6218861
54.975411,-1.5567842
54.970594,-1.6064337
54.969449,-1.6193786
54.97049,-1.6216963
54.970049,-1.6100474
54.999914,-1.6141663
54.999655,-1.6118709
55.001903,-1.6354395
55.030389,-1.6294554
55.001435,-1.623422
54.966081,-1.6142717
55.000584,-1.630324
55.002715,-1.6306952
54.999511,-1.6231118
54.998812,-1.6209611
55.006557,-1.6037367
54.980494,-1.553322
55.004738,-1.6109307
54.979274,-1.5444453
55.003898,-1.6294493
54.98305,-1.5568876
54.968117,-1.6578475
55.003375,-1.6061287
54.984386,-1.5560916
55.010259,-1.6764716
55.002933,-1.6196716
54.980237,-1.539997
54.968825,-1.6539833
55.003671,-1.6144273
54.985005,-1.5485215
54.967936,-1.6640814
55.001139,-1.6177657
54.984952,-1.5465063
54.969266,-1.6576659
55.005228,-1.626701
54.984839,-1.5425697
54.96957,-1.6603345
55.003095,-1.6083045
54.979905,-1.5520161
55.002857,-1.632867
54.978012,-1.5408036
55.011194,-1.669756
55.009431,-1.6726787
54.971663,-1.6664404
54.973364,-1.6672855
54.976806,-1.6841615
54.977812,-1.6774198
54.975088,-1.6735047
54.976223,-1.6680118
54.978156,-1.6715581
54.978901,-1.6845981
54.973649,-1.6698764
54.970081,-1.6631106
54.98987,-1.6633826
54.991872,-1.6724777
54.993434,-1.6755597
55.011733,-1.6732542
55.011707,-1.6768665
55.012725,-1.6712602
55.000025,-1.6768978
55.002198,-1.6796787
54.990621,-1.6621573
54.992315,-1.6638467
54.994443,-1.6866333
54.993106,-1.7016325
54.987754,-1.7033287
54.98661,-1.6949766
54.988025,-1.7000605
54.989123,-1.7043657
54.988029,-1.6980445
54.991443,-1.720634
54.991356,-1.7176339
54.988976,-1.6961152
54.988728,-1.7082756
54.989691,-1.7088625
54.989701,-1.7134884
54.99038,-1.7042783
54.991391,-1.6881106
54.989574,-1.6941884
54.995596,-1.6071427
54.994903,-1.6095565
54.994811,-1.5978034
55.003539,-1.7092626
54.995195,-1.610851
55.003417,-1.7144069
54.996191,-1.5994934
55.004984,-1.7159748
54.996821,-1.6080217
55.005752,-1.7176423
54.99726,-1.6046723
54.996386,-1.720756
54.994098,-1.6050472
54.99566,-1.6847482
54.997267,-1.7054157
54.996478,-1.7026235
54.994005,-1.6575181
54.991799,-1.6558489
55.00302,-1.725572
55.001891,-1.711635
54.988266,-1.5756461
54.987286,-1.5754689
54.989214,-1.5771051
54.996023,-1.7229312
54.987495,-1.5788578
54.996954,-1.6880674
54.990464,-1.5825151
54.99634,-1.7162234
54.989162,-1.5852792
54.998272,-1.7203053
54.990645,-1.5700103
54.997892,-1.726795
54.990016,-1.5725488
54.996417,-1.6996228
54.999519,-1.6968015
54.998277,-1.6856187
54.986242,-1.5751517
54.985965,-1.5780769
54.997491,-1.7128389
54.996828,-1.7099832
54.992527,-1.5736474
54.992246,-1.5703057
55.000203,-1.6380342
55.04084,-1.6356183
54.968985,-1.629255
54.984302,-1.5806257
54.998878,-1.6519273
54.986015,-1.6633836
54.966537,-1.6309801
54.983482,-1.5774153
54.999777,-1.6458229
54.987652,-1.6639481
55.04178,-1.64032
54.985901,-1.5804528
55.000628,-1.6544602
54.9887,-1.6691747
54.967621,-1.6357185
54.985043,-1.5792273
55.000072,-1.6422405
54.987781,-1.661978
55.054328,-1.6838182
54.978578,-1.5506091
54.986947,-1.5711906
55.00145,-1.6624259
54.988476,-1.6661448
54.985311,-1.6497475
55.049212,-1.6343841
55.000029,-1.5631099
54.982635,-1.6262386
54.986852,-1.59071
54.986749,-1.5919144
54.981495,-1.6634214
54.981714,-1.6990919
54.977884,-1.6512026
54.984452,-1.697837
54.971315,-1.6183925
54.982378,-1.6915711
54.997339,-1.5878053
54.992053,-1.5666974
54.999497,-1.7176393
55.019989,-1.6435022
54.991516,-1.7020975
55.002042,-1.5860844
54.964511,-1.6325136
54.996741,-1.581262
54.994068,-1.5851661
55.011835,-1.6302049
54.980563,-1.6744759
55.007601,-1.657371
54.985111,-1.6990196
55.002928,-1.6355553
55.000995,-1.6065741
54.98957,-1.6998615
54.992487,-1.7174228
55.040591,-1.6392509